row_id,raceId,driverId,constructorId,circuitId,year,round,race_name,circuit_name,constructor_name,date,stop_number,pit_lap,stop_duration_ms,pit_lap_time_ms,grid,current_position,positionOrder,driver_points_before,constructor_points_before,lap_time_delta,recent_pace_delta,laps_since_last_pit,race_total_laps,laps_remaining,race_progress,approx_gap_ahead,approx_gap_behind,pressure_index,position_change_from_grid,safety_car_likely,strategy
2066,958,830,9,11,2016,11,Hungarian Grand Prix,Hungaroring,Red Bull,2016-07-24,2,38,21687,88689,4,4,5,90.0,198.0,2987.0,623.6666666666715,22.0,70,32,0.5428571428571428,13.252,0.576,0.7046833572917364,0,0,Standard
2067,958,831,15,11,2016,11,Hungarian Grand Prix,Hungaroring,Sauber,2016-07-24,1,11,22778,90576,16,15,17,0.0,0.0,2561.0,97.0,11.0,70,59,0.15714285714285714,0.651,2.952,0.8587299563263094,1,0,Undercut
2073,958,836,209,11,2016,11,Hungarian Grand Prix,Hungaroring,Manor Marussia,2016-07-24,1,9,23486,91023,20,17,19,1.0,1.0,2521.0,179.33333333332848,9.0,70,61,0.12857142857142856,1.179,0.167,1.3158241420303567,3,0,Undercut
2075,958,837,209,11,2016,11,Hungarian Grand Prix,Hungaroring,Manor Marussia,2016-07-24,1,29,24254,93022,21,20,21,0.0,1.0,4303.0,719.3333333333285,29.0,70,41,0.4142857142857143,1.561,0.103,1.2970907853806823,1,0,Standard
2093,959,20,6,10,2016,12,German Grand Prix,Hockenheimring,Ferrari,2016-07-31,1,13,19230,84884,6,3,5,110.0,224.0,3666.0,427.0,13.0,67,54,0.19402985074626866,1.041,6.932,0.6160275126423695,3,0,Undercut
2095,959,20,6,10,2016,12,German Grand Prix,Hockenheimring,Ferrari,2016-07-31,3,46,19000,83867,6,3,5,110.0,224.0,4047.0,612.0,15.0,67,21,0.6865671641791045,11.183,1.295,0.5178114365941183,3,0,Standard
2119,959,830,9,10,2016,12,German Grand Prix,Hockenheimring,Red Bull,2016-07-31,2,28,19137,84241,4,3,3,100.0,223.0,3821.0,1006.0,17.0,67,39,0.417910447761194,0.806,6.431,0.6882812461578974,1,0,Standard
2120,959,830,9,10,2016,12,German Grand Prix,Hockenheimring,Red Bull,2016-07-31,3,45,18967,84054,4,3,3,100.0,223.0,3928.0,552.0,17.0,67,22,0.6716417910447762,6.379,4.703,0.3108660270791827,1,0,Standard
2121,959,831,15,10,2016,12,German Grand Prix,Hockenheimring,Sauber,2016-07-31,1,7,29865,87263,21,21,21,0.0,0.0,4453.0,646.0,7.0,67,60,0.1044776119402985,0.135,11.813,0.9591030035230601,0,0,Undercut
2123,959,831,15,10,2016,12,German Grand Prix,Hockenheimring,Sauber,2016-07-31,3,42,19755,86891,21,20,21,0.0,0.0,5140.0,1820.0,23.0,67,25,0.6268656716417911,10.84,7.879,0.19708475510086051,1,0,Standard
2126,959,832,5,10,2016,12,German Grand Prix,Hockenheimring,Toro Rosso,2016-07-31,3,51,19547,86105,15,12,14,30.0,45.0,5290.0,764.6666666666715,22.0,67,16,0.7611940298507462,13.51,0.382,0.7925069890419402,3,0,Standard
2139,960,3,131,13,2016,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Mercedes,2016-08-28,1,9,996150,182739,1,1,1,198.0,415.0,68765.0,45739.0,9.0,44,35,0.20454545454545456,,0.866,,0,1,Emergency
2148,960,13,3,13,2016,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Williams,2016-08-28,2,9,1000664,182101,10,6,10,38.0,96.0,66527.0,38970.66666666666,7.0,44,35,0.20454545454545456,1.147,1.368,0.888063482672239,4,1,Emergency
2149,960,13,3,13,2016,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Williams,2016-08-28,3,22,22515,120387,10,7,10,38.0,96.0,5785.0,1289.6666666666715,13.0,44,22,0.5,1.52,1.803,0.7535860104536523,3,0,Standard
2154,960,154,210,13,2016,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Haas F1 Team,2016-08-28,2,9,999366,184657,11,10,13,28.0,28.0,68244.0,42560.66666666666,3.0,44,35,0.20454545454545456,1.846,1.773,0.711990611201935,1,1,Emergency
2158,960,807,10,13,2016,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Force India,2016-08-28,3,23,24015,120297,7,3,4,33.0,81.0,6421.0,1904.6666666666715,14.0,44,21,0.5227272727272727,17.512,0.497,0.72202168670386,4,0,Standard
2163,960,817,9,13,2016,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Red Bull,2016-08-28,2,25,22531,119645,5,2,2,133.0,256.0,7184.0,2784.0,16.0,44,19,0.5681818181818182,15.859,15.651,0.11937195220580718,3,0,Standard
2173,960,830,9,13,2016,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Red Bull,2016-08-28,1,1,31235,129574,2,16,11,115.0,256.0,0.0,0.0,1.0,44,43,0.022727272727272728,1.378,1.178,0.8796582693669627,-14,0,Undercut
2191,961,4,1,14,2016,14,Italian Grand Prix,Autodromo Nazionale di Monza,McLaren,2016-09-04,3,49,24082,91473,12,13,14,30.0,48.0,4523.0,473.0,16.0,53,4,0.9245283018867925,7.328,10.254,0.20893414436741203,-1,0,Standard
2195,961,13,3,14,2016,14,Italian Grand Prix,Autodromo Nazionale di Monza,Williams,2016-09-04,2,36,23822,93334,11,7,9,39.0,101.0,5865.0,1273.6666666666715,20.0,53,17,0.6792452830188679,3.189,4.074,0.4358036274406391,4,0,Standard
2206,961,817,9,14,2016,14,Italian Grand Prix,Autodromo Nazionale di Monza,Red Bull,2016-09-04,2,37,23633,92059,6,4,5,151.0,274.0,4758.0,195.33333333332848,21.0,53,16,0.6981132075471698,2.035,4.081,0.526300942847777,2,0,Standard
2253,962,817,9,15,2016,15,Singapore Grand Prix,Marina Bay Street Circuit,Red Bull,2016-09-18,2,15,28890,119762,2,2,2,161.0,290.0,8145.0,208.66666666667152,14.0,61,46,0.2459016393442623,15.437,0.613,0.6808011547292805,0,0,Standard
2257,962,821,210,15,2016,15,Singapore Grand Prix,Marina Bay Street Circuit,Haas F1 Team,2016-09-18,2,18,30307,121379,13,7,11,0.0,28.0,7795.0,1091.3333333333285,17.0,61,43,0.29508196721311475,5.245,0.324,0.9154151115454296,6,0,Standard
2263,962,825,4,15,2016,15,Singapore Grand Prix,Marina Bay Street Circuit,Renault,2016-09-18,1,1,25816,174238,15,10,10,6.0,6.0,0.0,0.0,1.0,61,60,0.01639344262295082,1.122,2.079,0.7960343073797477,5,0,Undercut
2269,962,828,15,15,2016,15,Singapore Grand Prix,Marina Bay Street Circuit,Sauber,2016-09-18,1,1,26135,176317,14,11,17,0.0,0.0,0.0,0.0,1.0,61,60,0.01639344262295082,2.079,0.946,0.8386553875722786,3,0,Undercut
2270,962,828,15,15,2016,15,Singapore Grand Prix,Marina Bay Street Circuit,Sauber,2016-09-18,2,8,29706,121476,14,14,17,0.0,0.0,7457.0,186.33333333332848,7.0,61,53,0.13114754098360656,3.361,2.204,0.5414150678998191,0,0,Standard
2278,962,831,15,15,2016,15,Singapore Grand Prix,Marina Bay Street Circuit,Sauber,2016-09-18,2,17,30297,121478,16,12,13,0.0,0.0,8017.0,1790.0,16.0,61,44,0.2786885245901639,2.579,2.017,0.6108627436053664,4,0,Standard
2282,962,832,5,15,2016,15,Singapore Grand Prix,Marina Bay Street Circuit,Toro Rosso,2016-09-18,3,27,29320,124955,6,14,14,30.0,45.0,12045.0,527.6666666666715,20.0,61,34,0.4426229508196721,2.76,7.296,0.38649746609491376,-8,0,Standard
2284,962,835,4,15,2016,15,Singapore Grand Prix,Marina Bay Street Circuit,Renault,2016-09-18,1,1,25211,190706,18,19,15,0.0,6.0,0.0,0.0,1.0,61,60,0.01639344262295082,1.819,1.415,0.7688143968354342,-1,0,Undercut
2300,963,4,1,2,2016,16,Malaysian Grand Prix,Sepang International Circuit,McLaren,2016-10-02,3,40,23920,124315,22,8,7,36.0,54.0,24732.0,371.3333333333285,13.0,56,16,0.7142857142857143,5.487,6.952,0.27990898993467506,14,1,Standard
2307,963,18,1,2,2016,16,Malaysian Grand Prix,Sepang International Circuit,McLaren,2016-10-02,1,9,24738,140484,9,7,9,17.0,54.0,38752.0,150.0,9.0,56,47,0.16071428571428573,1.839,0.903,0.877722777683482,2,1,Emergency
2320,963,825,4,2,2016,16,Malaysian Grand Prix,Sepang International Circuit,Renault,2016-10-02,1,1,30679,158000,14,20,20,7.0,7.0,0.0,0.0,1.0,56,55,0.017857142857142856,9.339,1.075,0.5786488637595162,-6,0,Standard
2323,963,826,5,2,2016,16,Malaysian Grand Prix,Sepang International Circuit,Toro Rosso,2016-10-02,3,40,24718,143608,15,15,14,25.0,47.0,42701.0,211.0,11.0,56,16,0.7142857142857143,3.147,3.975,0.4421431972982831,0,1,Emergency
2342,964,4,1,22,2016,17,Japanese Grand Prix,Suzuka Circuit,McLaren,2016-10-09,1,9,22786,103007,15,16,16,42.0,62.0,3099.0,350.0,9.0,53,44,0.16981132075471697,0.335,1.643,1.1274215970105472,-1,0,Undercut
2357,964,817,9,22,2016,17,Japanese Grand Prix,Suzuka Circuit,Red Bull,2016-10-09,1,10,22996,102069,4,7,6,204.0,359.0,3251.0,620.0,10.0,53,43,0.18867924528301888,0.784,3.428,0.7863737082811785,-3,0,Undercut
2368,964,831,15,22,2016,17,Japanese Grand Prix,Suzuka Circuit,Sauber,2016-10-09,1,25,25131,105718,19,16,19,0.0,0.0,5125.0,431.6666666666715,25.0,53,28,0.4716981132075472,3.532,0.139,1.0986162588232193,3,0,Standard
2393,965,154,210,69,2016,18,United States Grand Prix,Circuit of the Americas,Haas F1 Team,2016-10-23,1,10,24523,106893,17,11,10,28.0,28.0,935.0,68.66666666667152,10.0,56,46,0.17857142857142858,1.893,0.939,0.8613917002271314,6,0,Standard
2394,965,154,210,69,2016,18,United States Grand Prix,Circuit of the Americas,Haas F1 Team,2016-10-23,2,27,26056,107191,17,12,10,28.0,28.0,2243.0,1145.6666666666715,17.0,56,29,0.48214285714285715,5.043,13.566,0.23413374909446283,5,0,Standard
2406,965,828,15,69,2016,18,United States Grand Prix,Circuit of the Americas,Sauber,2016-10-23,1,17,25229,109803,16,14,14,0.0,0.0,3333.0,767.0,17.0,56,39,0.30357142857142855,0.319,8.19,0.8669640419053245,2,0,Undercut
2411,965,832,5,69,2016,18,United States Grand Prix,Circuit of the Americas,Toro Rosso,2016-10-23,2,30,24281,107349,10,6,6,30.0,47.0,3102.0,1648.3333333333285,19.0,56,26,0.5357142857142857,22.975,8.504,0.14692896992167065,4,1,Standard
2412,965,835,4,69,2016,18,United States Grand Prix,Circuit of the Americas,Renault,2016-10-23,1,15,24071,108881,15,15,13,1.0,8.0,2040.0,1849.6666666666715,15.0,56,41,0.26785714285714285,4.113,3.867,0.40104527347048147,0,0,Standard
2441,966,828,15,32,2016,19,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Sauber,2016-10-30,1,1,32608,125261,15,21,11,0.0,0.0,0.0,0.0,1.0,71,70,0.014084507042253521,4.445,,,-6,0,Standard
2457,967,13,3,18,2016,20,Brazilian Grand Prix,Autódromo José Carlos Pace,Williams,2016-11-13,4,31,29754,119725,13,18,18,51.0,136.0,30063.0,528981.0,3.0,71,40,0.43661971830985913,2.941,,,-5,0,Standard
2466,967,807,10,18,2016,20,Brazilian Grand Prix,Autódromo José Carlos Pace,Force India,2016-11-13,1,20,2008504,120712,8,4,7,60.0,145.0,32737.0,35728.66666666667,20.0,71,51,0.28169014084507044,2.34,1.777,0.6595020258366954,4,0,Standard
2470,967,815,10,18,2016,20,Brazilian Grand Prix,Autódromo José Carlos Pace,Force India,2016-11-13,2,28,1482290,137061,9,4,4,85.0,145.0,47460.0,30812.33333333333,8.0,71,43,0.39436619718309857,1.516,2.032,0.7272715832393002,5,1,Emergency
2479,967,821,210,18,2016,20,Brazilian Grand Prix,Autódromo José Carlos Pace,Haas F1 Team,2016-11-13,4,47,17835,106077,12,15,17,0.0,29.0,18272.0,2786.3333333333285,19.0,71,24,0.6619718309859155,3.92,2.42,0.49564969333903863,-3,0,Standard
2487,967,825,4,18,2016,20,Brazilian Grand Prix,Autódromo José Carlos Pace,Renault,2016-11-13,4,41,24265,95053,18,13,14,7.0,8.0,6518.0,139.33333333332848,13.0,71,30,0.5774647887323944,2.257,0.377,1.0332474226229456,5,0,Standard
2490,967,826,5,18,2016,20,Brazilian Grand Prix,Autódromo José Carlos Pace,Toro Rosso,2016-11-13,3,20,2011266,132491,14,18,13,25.0,55.0,44512.0,35628.66666666667,3.0,71,51,0.28169014084507044,2.393,9.191,0.39285022992757,-4,0,Standard
2497,967,830,9,18,2016,20,Brazilian Grand Prix,Autódromo José Carlos Pace,Red Bull,2016-11-13,5,54,24041,126533,4,7,3,177.0,427.0,40772.0,41490.33333333333,11.0,71,17,0.7605633802816901,1.687,0.604,0.9956036592552855,-3,0,Standard
2505,967,836,209,18,2016,20,Brazilian Grand Prix,Autódromo José Carlos Pace,Manor Marussia,2016-11-13,2,28,1484979,138956,19,9,15,1.0,1.0,47891.0,29322.0,8.0,71,43,0.39436619718309857,1.585,2.197,0.6996404390237705,10,1,Emergency
2513,968,4,1,24,2016,21,Abu Dhabi Grand Prix,Yas Marina Circuit,McLaren,2016-11-27,1,7,22428,111285,9,9,10,53.0,75.0,3280.0,323.3333333333285,7.0,55,48,0.12727272727272726,1.335,2.757,0.6944353409680943,0,0,Undercut
2515,968,8,6,24,2016,21,Abu Dhabi Grand Prix,Yas Marina Circuit,Ferrari,2016-11-27,1,7,21959,109413,4,4,6,178.0,375.0,2934.0,353.6666666666715,7.0,55,48,0.12727272727272726,1.485,0.614,1.0219931734147139,0,0,Undercut
2518,968,13,3,24,2016,21,Abu Dhabi Grand Prix,Yas Marina Circuit,Williams,2016-11-27,2,30,21539,109282,10,7,9,51.0,136.0,2212.0,454.3333333333285,22.0,55,25,0.5454545454545454,12.708,0.889,0.6023307267992801,3,0,Standard
2528,968,817,9,24,2016,21,Abu Dhabi Grand Prix,Yas Marina Circuit,Red Bull,2016-11-27,2,24,21768,108602,3,5,5,246.0,446.0,2473.0,1094.3333333333285,15.0,55,31,0.43636363636363634,0.575,10.407,0.7225861034925644,-2,0,Standard
2560,969,832,5,1,2017,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Toro Rosso,2017-03-26,1,18,21762,107439,8,8,8,0.0,0.0,17272.0,281.6666666666715,18.0,57,39,0.3157894736842105,15.088,6.092,0.20316207839398814,0,0,Standard
2563,969,840,3,1,2017,1,Australian Grand Prix,Albert Park Grand Prix Circuit,Williams,2017-03-26,1,5,22293,110632,20,18,16,0.0,0.0,18866.0,687.6666666666715,5.0,57,52,0.08771929824561403,2.376,42.862,0.31900730879118716,2,0,Standard
2605,970,817,9,17,2017,2,Chinese Grand Prix,Shanghai International Circuit,Red Bull,2017-04-09,1,4,17340,137708,5,3,4,0.0,10.0,24411.0,18948.333333333343,4.0,56,52,0.07142857142857142,3.019,1.064,0.733314237989704,2,0,Standard
2615,970,825,210,17,2017,2,Chinese Grand Prix,Shanghai International Circuit,Haas F1 Team,2017-04-09,3,5,17298,166313,12,12,8,0.0,0.0,46485.0,32722.0,1.0,56,51,0.08928571428571429,0.875,2.288,0.8374695863746959,0,0,Undercut
2616,970,825,210,17,2017,2,Chinese Grand Prix,Shanghai International Circuit,Haas F1 Team,2017-04-09,4,6,17299,164614,12,12,8,0.0,0.0,44786.0,39036.0,1.0,56,50,0.10714285714285714,3.423,1.728,0.5926598034932037,0,0,Standard
2629,970,830,9,17,2017,2,Chinese Grand Prix,Shanghai International Circuit,Red Bull,2017-04-09,4,29,22505,104416,16,5,3,10.0,10.0,5891.0,1878.6666666666715,23.0,56,27,0.5178571428571429,2.861,15.944,0.31801820045446105,11,0,Standard
2641,970,838,1,17,2017,2,Chinese Grand Prix,Shanghai International Circuit,McLaren,2017-04-09,4,6,17292,163400,15,15,18,0.0,0.0,41336.0,36490.66666666666,1.0,56,50,0.10714285714285714,2.027,2.101,0.6528367129458437,0,0,Undercut
2644,970,839,10,17,2017,2,Chinese Grand Prix,Shanghai International Circuit,Force India,2017-04-09,3,5,17356,182402,17,13,10,1.0,7.0,61367.0,26512.333333333343,1.0,56,51,0.08928571428571429,2.288,3.683,0.517674583171621,4,0,Standard
2646,970,839,10,17,2017,2,Chinese Grand Prix,Shanghai International Circuit,Force India,2017-04-09,5,42,22926,104998,17,10,10,1.0,7.0,5825.0,1511.6666666666715,36.0,56,14,0.75,14.522,13.562,0.13309657327024757,7,0,Standard
2648,971,1,131,3,2017,3,Bahrain Grand Prix,Bahrain International Circuit,Mercedes,2017-04-16,1,13,30687,115500,2,2,2,43.0,66.0,18998.0,497.0,13.0,57,44,0.22807017543859648,6.597,0.378,0.8573203118716367,0,1,Emergency
2658,971,154,210,3,2017,3,Bahrain Grand Prix,Bahrain International Circuit,Haas F1 Team,2017-04-16,1,12,25075,100887,9,8,8,0.0,4.0,2999.0,413.0,12.0,57,45,0.21052631578947367,2.149,1.701,0.6877943774632003,1,0,Standard
2668,971,826,5,3,2017,3,Bahrain Grand Prix,Bahrain International Circuit,Toro Rosso,2017-04-16,1,13,25204,120398,11,11,12,2.0,12.0,22492.0,721.0,13.0,57,44,0.22807017543859648,3.477,1.438,0.633536132081885,0,1,Emergency
2678,971,840,3,3,2017,3,Bahrain Grand Prix,Bahrain International Circuit,Williams,2017-04-16,1,8,24915,101826,12,17,17,0.0,8.0,3319.0,264.3333333333285,8.0,57,49,0.14035087719298245,0.547,0.309,1.4103543515308221,-5,0,Undercut
2684,972,807,4,71,2017,4,Russian Grand Prix,Sochi Autodrom,Renault,2017-04-30,1,40,30280,105316,8,6,8,2.0,2.0,5544.0,407.0,40.0,52,12,0.7692307692307693,14.693,1.578,0.45162027393633175,2,0,Standard
2686,972,822,131,71,2017,4,Russian Grand Prix,Sochi Autodrom,Mercedes,2017-04-30,1,27,29356,103462,3,2,1,38.0,99.0,5112.0,1099.6666666666715,27.0,52,25,0.5192307692307693,1.575,3.366,0.6173921164870646,1,0,Standard
2687,972,825,210,71,2017,4,Russian Grand Prix,Sochi Autodrom,Haas F1 Team,2017-04-30,1,21,36559,105267,13,11,13,4.0,8.0,4568.0,230.66666666667152,21.0,52,31,0.40384615384615385,2.852,2.22,0.5701644060034958,2,0,Standard
2704,973,13,3,4,2017,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Williams,2017-05-14,1,1,40612,115686,9,18,13,18.0,18.0,0.0,0.0,1.0,66,65,0.015151515151515152,10.377,45.313,0.10948884308973597,-9,0,Standard
2706,973,13,3,4,2017,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Williams,2017-05-14,3,33,23066,108875,9,14,13,18.0,18.0,21913.0,2036.3333333333285,20.0,66,33,0.5,18.19,0.789,0.6110819666592,-5,0,Standard
2707,973,20,6,4,2017,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Ferrari,2017-05-14,1,14,22499,89935,2,2,2,86.0,135.0,4129.0,271.3333333333285,14.0,66,52,0.21212121212121213,1.8,7.733,0.4716510444782516,0,0,Standard
2710,973,154,210,4,2017,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Haas F1 Team,2017-05-14,2,34,22641,121209,14,8,10,4.0,8.0,34162.0,3735.0,15.0,66,32,0.5151515151515151,1.869,10.817,0.43317734996278945,6,1,Emergency
2723,973,828,15,4,2017,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Sauber,2017-05-14,1,18,22995,92659,16,10,11,0.0,0.0,4735.0,1335.3333333333285,18.0,66,48,0.2727272727272727,1.006,1.408,0.913786878566957,6,0,Undercut
2725,973,832,5,4,2017,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Toro Rosso,2017-05-14,1,13,22432,92044,12,10,7,11.0,13.0,3472.0,330.3333333333285,13.0,66,53,0.19696969696969696,0.567,2.496,0.9242032831030158,2,0,Undercut
2731,973,838,1,4,2017,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,McLaren,2017-05-14,1,12,22547,93237,20,15,18,0.0,0.0,3684.0,137.66666666667152,12.0,66,54,0.18181818181818182,7.917,1.207,0.5652491011223223,5,0,Standard
2737,974,8,6,6,2017,6,Monaco Grand Prix,Circuit de Monaco,Ferrari,2017-05-28,1,34,24833,94039,1,3,2,49.0,153.0,17619.0,837.0,34.0,78,44,0.4358974358974359,10.978,5.233,0.24392277869071533,-2,0,Standard
2740,974,18,1,6,2017,6,Monaco Grand Prix,Circuit de Monaco,McLaren,2017-05-28,1,1,24465,116327,20,20,18,0.0,0.0,0.0,0.0,1.0,78,77,0.01282051282051282,0.495,,,0,0,Undercut
2741,974,18,1,6,2017,6,Monaco Grand Prix,Circuit de Monaco,McLaren,2017-05-28,2,39,26057,98074,20,19,18,0.0,0.0,20362.0,2628.0,38.0,78,39,0.5,26.06,,,1,0,Standard
2753,974,830,9,6,2017,6,Monaco Grand Prix,Circuit de Monaco,Red Bull,2017-05-28,1,32,25343,95170,4,6,5,35.0,72.0,18755.0,776.3333333333285,32.0,78,46,0.41025641025641024,3.736,6.329,0.34759291116740976,-2,0,Standard
2756,974,835,4,6,2017,6,Monaco Grand Prix,Circuit de Monaco,Renault,2017-05-28,1,42,25472,102639,16,14,11,0.0,14.0,25441.0,1112.0,42.0,78,36,0.5384615384615384,10.669,5.435,0.24109730168518412,2,0,Standard
2762,974,840,3,6,2017,6,Monaco Grand Prix,Circuit de Monaco,Williams,2017-05-28,1,41,26690,97776,17,15,15,0.0,18.0,20383.0,821.3333333333285,41.0,78,37,0.5256410256410257,10.449,7.587,0.20379897938374367,2,0,Standard
2776,975,826,5,7,2017,7,Canadian Grand Prix,Circuit Gilles Villeneuve,Toro Rosso,2017-06-11,1,15,18088,87954,11,9,17,4.0,29.0,9845.0,19341.33333333333,15.0,70,55,0.21428571428571427,0.18,0.27,1.6348592019217936,2,0,Undercut
2777,975,826,5,7,2017,7,Canadian Grand Prix,Circuit Gilles Villeneuve,Toro Rosso,2017-06-11,2,53,106374,176228,11,17,17,4.0,29.0,99515.0,751.0,38.0,70,17,0.7571428571428571,19.355,,,-6,0,Standard
2789,976,4,1,73,2017,8,Azerbaijan Grand Prix,Baku City Circuit,McLaren,2017-06-25,1,12,21217,138994,19,12,9,0.0,0.0,29758.0,739.6666666666715,12.0,51,39,0.23529411764705882,5.096,1.378,0.5845634413444325,7,1,Standard
2811,976,815,10,73,2017,8,Azerbaijan Grand Prix,Baku City Circuit,Force India,2017-06-25,1,12,20598,125130,6,3,15,44.0,71.0,18260.0,721.3333333333285,12.0,51,39,0.23529411764705882,9.281,3.959,0.29892036202551026,3,1,Standard
2817,976,817,9,73,2017,8,Azerbaijan Grand Prix,Baku City Circuit,Red Bull,2017-06-25,3,17,15135,147444,10,9,1,67.0,112.0,40389.0,52413.0,4.0,51,34,0.3333333333333333,2.323,0.764,0.8678263160013729,1,0,Standard
2824,976,825,210,73,2017,8,Azerbaijan Grand Prix,Baku City Circuit,Haas F1 Team,2017-06-25,2,17,15128,148159,12,10,7,5.0,15.0,39404.0,54417.33333333334,5.0,51,34,0.3333333333333333,0.764,1.959,0.9048454348507455,2,0,Undercut
2848,977,1,131,70,2017,9,Austrian Grand Prix,Red Bull Ring,Mercedes,2017-07-09,1,31,20761,72542,8,5,4,139.0,250.0,3527.0,409.3333333333285,31.0,71,40,0.43661971830985913,4.416,18.254,0.23657536909593416,3,0,Overcut
2858,977,826,5,70,2017,9,Austrian Grand Prix,Red Bull Ring,Toro Rosso,2017-07-09,2,9,16139,74598,14,18,16,4.0,33.0,3540.0,564.0,8.0,71,62,0.1267605633802817,41.84,,,-4,0,Standard
2877,978,807,4,9,2017,10,British Grand Prix,Silverstone Circuit,Renault,2017-07-16,1,24,30841,94239,5,6,6,18.0,18.0,-259.0,904.6666666666715,24.0,51,27,0.47058823529411764,5.049,10.134,0.2551315623919536,-1,0,Standard
2883,978,826,5,9,2017,10,British Grand Prix,Silverstone Circuit,Toro Rosso,2017-07-16,2,9,22895,95977,12,18,15,4.0,33.0,-280.0,1385.6666666666715,8.0,51,42,0.17647058823529413,1.201,,,-6,0,Standard
2898,979,20,6,11,2017,11,Hungarian Grand Prix,Hungaroring,Ferrari,2017-07-30,1,32,22317,85390,1,2,1,177.0,275.0,3135.0,979.6666666666715,32.0,70,38,0.45714285714285713,1.274,6.556,0.5720988940740565,-1,0,Standard
2905,979,826,5,11,2017,11,Hungarian Grand Prix,Hungaroring,Toro Rosso,2017-07-30,1,40,22273,85859,16,13,11,4.0,33.0,2761.0,517.3333333333285,40.0,70,30,0.5714285714285714,0.612,9.08,0.7195537437472921,3,0,Overcut
2920,980,8,6,13,2017,12,Belgian Grand Prix,Circuit de Spa-Francorchamps,Ferrari,2017-08-27,2,17,30373,113461,4,5,4,116.0,318.0,2584.0,6100.3333333333285,2.0,44,27,0.38636363636363635,2.024,13.887,0.3978605317021385,-1,0,Standard
2935,980,822,131,13,2017,12,Belgian Grand Prix,Circuit de Spa-Francorchamps,Mercedes,2017-08-27,1,13,22963,114847,3,2,5,169.0,357.0,4478.0,457.6666666666715,13.0,44,31,0.29545454545454547,11.52,0.396,0.7962045826963392,1,0,Standard
2936,980,822,131,13,2017,12,Belgian Grand Prix,Circuit de Spa-Francorchamps,Mercedes,2017-08-27,2,30,22919,146536,3,3,5,169.0,357.0,37920.0,921.3333333333285,17.0,44,14,0.6818181818181818,12.242,15.783,0.1351013964215323,0,1,Emergency
2945,980,832,5,13,2017,12,Belgian Grand Prix,Circuit de Spa-Francorchamps,Toro Rosso,2017-08-27,1,19,24095,118180,13,10,10,35.0,39.0,5970.0,1075.6666666666715,19.0,44,25,0.4318181818181818,3.942,0.609,0.8238512676192371,3,0,Standard
2962,981,154,210,14,2017,13,Italian Grand Prix,Autodromo Nazionale di Monza,Haas F1 Team,2017-09-03,2,34,24307,90724,20,16,15,24.0,35.0,4305.0,768.6666666666715,31.0,53,19,0.6415094339622641,7.87,18.265,0.16464717605368193,4,0,Overcut
2993,982,154,210,15,2017,14,Singapore Grand Prix,Marina Bay Street Circuit,Haas F1 Team,2017-09-17,4,27,29049,129743,15,9,9,24.0,35.0,6913.0,1652.0,24.0,58,31,0.46551724137931033,21.931,0.907,0.5679929371114186,6,0,Standard
3040,982,836,15,15,2017,14,Singapore Grand Prix,Marina Bay Street Circuit,Sauber,2017-09-17,3,3,27865,188634,19,17,12,5.0,5.0,-6227.0,8446.5,1.0,58,55,0.05172413793103448,1.189,,,2,0,Undercut
3068,983,817,9,2,2017,15,Malaysian Grand Prix,Sepang International Circuit,Red Bull,2017-10-01,1,29,24199,100776,4,1,3,162.0,230.0,4458.0,752.3333333333285,29.0,56,27,0.5178571428571429,,0.899,,3,0,Standard
3074,983,836,15,2,2017,15,Malaysian Grand Prix,Sepang International Circuit,Sauber,2017-10-01,1,37,25060,103135,18,16,17,5.0,5.0,4796.0,433.0,37.0,56,19,0.6607142857142857,11.251,10.042,0.17218929346444606,2,0,Overcut
3080,984,4,1,22,2017,16,Japanese Grand Prix,Suzuka Circuit,McLaren,2017-10-08,1,25,24636,99780,20,11,11,10.0,23.0,2720.0,581.6666666666715,25.0,53,28,0.4716981132075472,1.313,0.992,0.934346985868246,9,0,Standard
3084,984,807,4,22,2017,16,Japanese Grand Prix,Suzuka Circuit,Renault,2017-10-08,1,38,23199,99235,11,8,17,34.0,42.0,3352.0,800.6666666666715,38.0,53,15,0.7169811320754716,0.808,14.156,0.6190778149136882,3,0,Overcut
3085,984,815,10,22,2017,16,Japanese Grand Prix,Suzuka Circuit,Force India,2017-10-08,1,21,23634,99614,7,6,7,76.0,133.0,3033.0,893.0,21.0,53,32,0.39622641509433965,5.455,3.069,0.40067929684666836,1,0,Standard
